,article_title,country,population,region,article_quality,revision_id
6811,Peter Falck,Switzerland,8.8,WESTERN EUROPE,GA,1113518708.0
6812,Franz Rudolf Frisching,Switzerland,8.8,WESTERN EUROPE,Start,1025992173.0
6813,Urs Glutz von Blotzheim,Switzerland,8.8,WESTERN EUROPE,Stub,1079107579.0
6814,Jürg Grossen,Switzerland,8.8,WESTERN EUROPE,Start,1113181116.0
6815,Tim Guldimann,Switzerland,8.8,WESTERN EUROPE,Start,1114164708.0
6816,Georg Friedrich Heilmann,Switzerland,8.8,WESTERN EUROPE,Stub,1065849307.0
6817,Thomas Helbling,Switzerland,8.8,WESTERN EUROPE,Start,1097655440.0
6818,Eva Herzog,Switzerland,8.8,WESTERN EUROPE,Start,1113518226.0
6819,David Hess (painter),Switzerland,8.8,WESTERN EUROPE,Start,1088977153.0
6820,Karl Otto Hunziker,Switzerland,8.8,WESTERN EUROPE,Start,1073762856.0
6821,Beat Jans,Switzerland,8.8,WESTERN EUROPE,C,1109261316.0
6822,Walter Kälin,Switzerland,8.8,WESTERN EUROPE,C,1097656534.0
6823,Frédéric-César de La Harpe,Switzerland,8.8,WESTERN EUROPE,C,1103177637.0
6824,Georgie Lamon,Switzerland,8.8,WESTERN EUROPE,Stub,1065924058.0
6825,Paul Lüönd,Switzerland,8.8,WESTERN EUROPE,Stub,1073049884.0
6826,Ferdinand Masset,Switzerland,8.8,WESTERN EUROPE,Stub,947627249.0
6827,Frank Melloul,Switzerland,8.8,WESTERN EUROPE,C,1110313720.0
6828,Guy Mettan,Switzerland,8.8,WESTERN EUROPE,Start,1099961825.0
6829,Jakob Meyer zum Hasen,Switzerland,8.8,WESTERN EUROPE,C,1109307770.0
6830,Kurt Meyer (Lucerne),Switzerland,8.8,WESTERN EUROPE,Stub,1114680785.0
6831,Sophie Michaud Gigon,Switzerland,8.8,WESTERN EUROPE,Start,1016857420.0
6832,Peter Ochs,Switzerland,8.8,WESTERN EUROPE,Start,1013192676.0
6833,Giovanni Orelli,Switzerland,8.8,WESTERN EUROPE,Start,1066004666.0
6834,Ludwig Pfyffer,Switzerland,8.8,WESTERN EUROPE,Start,1077498198.0
6835,Valérie Piller Carrard,Switzerland,8.8,WESTERN EUROPE,Start,1054866115.0
6836,Ital Reding the Elder,Switzerland,8.8,WESTERN EUROPE,Start,1050573175.0
6837,Jules Repond,Switzerland,8.8,WESTERN EUROPE,Start,1026286888.0
6838,Farah Rumy,Switzerland,8.8,WESTERN EUROPE,Start,1101258104.0
6839,Vinzenz Rüttimann,Switzerland,8.8,WESTERN EUROPE,C,1101460842.0
6840,Sergio Salvioni,Switzerland,8.8,WESTERN EUROPE,Start,1104342564.0
6841,Alfred Emanuel Sarasin,Switzerland,8.8,WESTERN EUROPE,Stub,1112830593.0
6842,Nicolas Théodore de Saussure,Switzerland,8.8,WESTERN EUROPE,GA,1112325459.0
6843,Peter-Josef Schallberger,Switzerland,8.8,WESTERN EUROPE,Stub,1022570699.0
6844,Josef Scherrer,Switzerland,8.8,WESTERN EUROPE,Stub,1045327007.0
6845,Guy-Olivier Segond,Switzerland,8.8,WESTERN EUROPE,C,1105606820.0
6846,André Simonazzi,Switzerland,8.8,WESTERN EUROPE,Start,1096441273.0
6847,Carlo Sommaruga,Switzerland,8.8,WESTERN EUROPE,Start,1112581627.0
6848,Niklaus Friedrich von Steiger,Switzerland,8.8,WESTERN EUROPE,Stub,1108836802.0
6849,Charles-Alexandre Steinhäuslin,Switzerland,8.8,WESTERN EUROPE,Start,942439844.0
6850,Hansjörg Trachsel,Switzerland,8.8,WESTERN EUROPE,Start,1019997611.0
6851,Paul Usteri,Switzerland,8.8,WESTERN EUROPE,Start,1081662107.0
6852,Eric Weber,Switzerland,8.8,WESTERN EUROPE,Start,1078967037.0
6853,Johann Rudolf Wettstein,Switzerland,8.8,WESTERN EUROPE,GA,1109870613.0
6854,Karl Emil Wild,Switzerland,8.8,WESTERN EUROPE,Start,1068658484.0
6855,Louis Wyrsch,Switzerland,8.8,WESTERN EUROPE,C,1078281666.0
6856,Paul Wyss,Switzerland,8.8,WESTERN EUROPE,Stub,1110030427.0
6857,Theodor Ab Yberg,Switzerland,8.8,WESTERN EUROPE,Stub,1022570814.0
6858,Sebastian Peregrin Zwyer,Switzerland,8.8,WESTERN EUROPE,Start,1090177502.0
6859,Abdul-Aziz al-Khair,Syria,22.1,WESTERN ASIA,C,1055121509.0
6860,Adil Arslan,Syria,22.1,WESTERN ASIA,C,1115642647.0
6861,Mohammed Akkad,Syria,22.1,WESTERN ASIA,Stub,1088148970.0
6862,Sultan al-Atrash,Syria,22.1,WESTERN ASIA,C,1115642685.0
6863,Ayyash Al-Haj,Syria,22.1,WESTERN ASIA,GA,1114418908.0
6864,Ghias Barakat,Syria,22.1,WESTERN ASIA,C,1099141929.0
6865,Subhi Bey Barakat,Syria,22.1,WESTERN ASIA,Start,1115422743.0
6866,Abdul Qader Barmada,Syria,22.1,WESTERN ASIA,Stub,1088149351.0
6867,Tawfiq Bay,Syria,22.1,WESTERN ASIA,Start,1031788885.0
6868,Ibrahim Biro,Syria,22.1,WESTERN ASIA,Start,955779707.0
6869,Amir al-Dandal,Syria,22.1,WESTERN ASIA,Start,994545216.0
6870,Abd al-Razzaq al-Dandashi,Syria,22.1,WESTERN ASIA,Start,1063356756.0
6871,Ahmad Diyab,Syria,22.1,WESTERN ASIA,Stub,1100437054.0
6872,Hadad-yith'i,Syria,22.1,WESTERN ASIA,C,1102614042.0
6873,Hisham Marwah,Syria,22.1,WESTERN ASIA,Stub,1111799084.0
6874,Edmond Al-Homsi,Syria,22.1,WESTERN ASIA,Stub,1090859570.0
6875,Ghassan Ibrahim,Syria,22.1,WESTERN ASIA,Start,1099026087.0
6876,Ihsan Al Jabri,Syria,22.1,WESTERN ASIA,Stub,1056547219.0
6877,Jihad Makdissi,Syria,22.1,WESTERN ASIA,C,1095025923.0
6878,Mohammad Jumah,Syria,22.1,WESTERN ASIA,Stub,1031226079.0
6879,Sami al-Jundi,Syria,22.1,WESTERN ASIA,C,1085225687.0
6880,Kamal al-Qassab,Syria,22.1,WESTERN ASIA,Stub,1046716585.0
6881,Kamil Pasha al-Qudsi,Syria,22.1,WESTERN ASIA,Stub,1114426805.0
6882,Fayez al-Khoury,Syria,22.1,WESTERN ASIA,Stub,1101097473.0
6883,Mar'i Pasha al-Mallah,Syria,22.1,WESTERN ASIA,Start,1114426843.0
6884,Antun Maqdisi,Syria,22.1,WESTERN ASIA,Start,1012298345.0
6885,Mahmoud Ahmad Marei,Syria,22.1,WESTERN ASIA,Start,1096423511.0
6886,Muhammad Talab Hilal,Syria,22.1,WESTERN ASIA,C,1091046608.0
6887,Mustafa al-Siba'i,Syria,22.1,WESTERN ASIA,Start,1101678254.0
6888,Shukri al-Quwatli,Syria,22.1,WESTERN ASIA,FA,1114418977.0
6889,Munif Razzaz,Syria,22.1,WESTERN ASIA,GA,1104186608.0
6890,Nasim al-Safarjalani,Syria,22.1,WESTERN ASIA,Start,1032834084.0
6891,Salem al-Meslet,Syria,22.1,WESTERN ASIA,Stub,1103824812.0
6892,Muhammad al-Sufi,Syria,22.1,WESTERN ASIA,C,1106267269.0
6893,Mohammad Farouk Tayfour,Syria,22.1,WESTERN ASIA,Stub,940373945.0
6894,Liu Yongfu,Taiwan,23.2,EAST ASIA,C,1102541692.0
6895,Qiu Fengjia,Taiwan,23.2,EAST ASIA,Start,1031398824.0
6896,Xie Jieshi,Taiwan,23.2,EAST ASIA,Start,1111816567.0
6897,Zheng Jing,Taiwan,23.2,EAST ASIA,C,1108206522.0
6898,Zheng Kezang,Taiwan,23.2,EAST ASIA,Stub,1065962947.0
6899,Olimzhon Boboyev,Tajikistan,10.0,CENTRAL ASIA,Stub,1072391123.0
6900,Mahmadali Hayit,Tajikistan,10.0,CENTRAL ASIA,Start,1067502414.0
6901,Muhiddin Kabiri,Tajikistan,10.0,CENTRAL ASIA,Start,1098146744.0
6902,Bobo Makhamov,Tajikistan,10.0,CENTRAL ASIA,Start,1090454878.0
6903,Maksud Ibragimov,Tajikistan,10.0,CENTRAL ASIA,Start,994061655.0
6904,Nusratullo Maksum,Tajikistan,10.0,CENTRAL ASIA,Stub,1073969305.0
6905,Ghaffor Mirzoyev,Tajikistan,10.0,CENTRAL ASIA,Start,1069201815.0
6906,Abduhalim Nazarzoda,Tajikistan,10.0,CENTRAL ASIA,Start,1075757785.0
6907,Umarali Quvvatov,Tajikistan,10.0,CENTRAL ASIA,C,1113522608.0
6908,Alim Sherzamonov,Tajikistan,10.0,CENTRAL ASIA,Start,996472390.0
6909,Shirinsho Shotemur,Tajikistan,10.0,CENTRAL ASIA,C,1082920035.0
6910,Bozor Sobir,Tajikistan,10.0,CENTRAL ASIA,B,1107271492.0
6911,Shukhrat Sultonov,Tajikistan,10.0,CENTRAL ASIA,C,1051046215.0
6912,Nur Tabar,Tajikistan,10.0,CENTRAL ASIA,Stub,1105010664.0
6913,Timothy Apiyo,Tanzania,65.5,EASTERN AFRICA,Stub,1065741413.0
6914,Maurice Henry Dorman,Tanzania,65.5,EASTERN AFRICA,Start,1087530718.0
6915,Fundikira III,Tanzania,65.5,EASTERN AFRICA,Start,1047557188.0
6916,Josephat Gwajima,Tanzania,65.5,EASTERN AFRICA,Start,1068157438.0
6917,Issa Kassim Issa,Tanzania,65.5,EASTERN AFRICA,Stub,1099825065.0
6918,Barbro Cecilia Johansson,Tanzania,65.5,EASTERN AFRICA,Start,1112314591.0
6919,Bonnah Kaluwa,Tanzania,65.5,EASTERN AFRICA,Start,1109169773.0
6920,Jeremiah Kasambala,Tanzania,65.5,EASTERN AFRICA,Start,1014980814.0
6921,Hemed Khamis,Tanzania,65.5,EASTERN AFRICA,Stub,1065741571.0
6922,Adam Kimbisa,Tanzania,65.5,EASTERN AFRICA,Stub,1096079486.0
6923,Saed Kubenea,Tanzania,65.5,EASTERN AFRICA,Stub,1006418003.0
6924,Elias John Kwandikwa,Tanzania,65.5,EASTERN AFRICA,Start,1115284285.0
6925,Theddy Ladislaus,Tanzania,65.5,EASTERN AFRICA,Start,1105549865.0
6926,Paul Makonda,Tanzania,65.5,EASTERN AFRICA,Start,1096157701.0
6927,Julie Manning,Tanzania,65.5,EASTERN AFRICA,Stub,1100313435.0
6928,Salome Joseph Mbatia,Tanzania,65.5,EASTERN AFRICA,Start,1074130433.0
6929,Ruth Hiyob Mollel,Tanzania,65.5,EASTERN AFRICA,Start,1101873461.0
6930,Albert Msando,Tanzania,65.5,EASTERN AFRICA,Stub,1110162819.0
6931,John Mwakangale,Tanzania,65.5,EASTERN AFRICA,C,1063354492.0
6932,Juma Mwapachu,Tanzania,65.5,EASTERN AFRICA,Start,1065735778.0
6933,Abdullah Mwinyi,Tanzania,65.5,EASTERN AFRICA,Start,1106388815.0
6934,Asanterabi Zephaniah Nsilo Swai,Tanzania,65.5,EASTERN AFRICA,Start,1012818477.0
6935,Mateo Qares,Tanzania,65.5,EASTERN AFRICA,Stub,1007481132.0
6936,Augustino Ramadhani,Tanzania,65.5,EASTERN AFRICA,B,1110752912.0
6937,Catherine Ruge,Tanzania,65.5,EASTERN AFRICA,Start,1104077288.0
6938,Festo Sanga,Tanzania,65.5,EASTERN AFRICA,Start,1087520602.0
6939,Mwita Waitara,Tanzania,65.5,EASTERN AFRICA,Stub,1006421933.0
6940,Akanat Promphan,Thailand,66.8,SOUTHEAST ASIA,Start,1102141395.0
6941,Borwornsak Uwanno,Thailand,66.8,SOUTHEAST ASIA,C,1100021618.0
6942,Chada Thaiseth,Thailand,66.8,SOUTHEAST ASIA,Stub,1067189659.0
6943,Charoen Suepsaeng,Thailand,66.8,SOUTHEAST ASIA,Stub,1106944464.0
6944,Chatchawal Kong-udom,Thailand,66.8,SOUTHEAST ASIA,Stub,1067181115.0
6945,Chob Yodkaew,Thailand,66.8,SOUTHEAST ASIA,Stub,1067190492.0
6946,Chonlanan Srikaew,Thailand,66.8,SOUTHEAST ASIA,Start,1115873331.0
6947,Chuwit Chitsakul,Thailand,66.8,SOUTHEAST ASIA,Start,1067190867.0
6948,Hangthong Thammawattana,Thailand,66.8,SOUTHEAST ASIA,C,1099504450.0
6949,Khrong Chandawong,Thailand,66.8,SOUTHEAST ASIA,C,1064263898.0
6950,Pallop Pinmanee,Thailand,66.8,SOUTHEAST ASIA,C,1112468667.0
6951,Phayom Chulanont,Thailand,66.8,SOUTHEAST ASIA,Start,1059748987.0
6952,Pita Limjaroenrat,Thailand,66.8,SOUTHEAST ASIA,C,1067174860.0
6953,Piyabutr Saengkanokkul,Thailand,66.8,SOUTHEAST ASIA,Start,1093503992.0
6954,Phraya Ratsadanupradit Mahitsaraphakdi,Thailand,66.8,SOUTHEAST ASIA,Stub,1110844684.0
6955,Samak Jalikula,Thailand,66.8,SOUTHEAST ASIA,Stub,1102491662.0
6956,Sang Phathanothai,Thailand,66.8,SOUTHEAST ASIA,Start,1063962752.0
6957,Sereepisuth Temeeyaves,Thailand,66.8,SOUTHEAST ASIA,C,1110915859.0
6958,Sodsai Rungphothong,Thailand,66.8,SOUTHEAST ASIA,Stub,1064264189.0
6959,Sophon Suphapong,Thailand,66.8,SOUTHEAST ASIA,Stub,1056597902.0
6960,Surangkana Wayuparb,Thailand,66.8,SOUTHEAST ASIA,C,1059397645.0
6961,Teerakiat Jaroensettasin,Thailand,66.8,SOUTHEAST ASIA,Stub,1110929522.0
6962,Thamanat Prompow,Thailand,66.8,SOUTHEAST ASIA,C,1108412672.0
6963,Thanathorn Juangroongruangkit,Thailand,66.8,SOUTHEAST ASIA,GA,1114394512.0
6964,Tiang Sirikhanth,Thailand,66.8,SOUTHEAST ASIA,Start,1074937608.0
6965,Vichien Khaokham,Thailand,66.8,SOUTHEAST ASIA,Stub,1076752543.0
6966,Luang Wichitwathakan,Thailand,66.8,SOUTHEAST ASIA,C,1112401497.0
6967,Aliança de Araújo,Timor-Leste,1.3,SOUTHEAST ASIA,Start,1059363091.0
6968,María do Céu,Timor-Leste,1.3,SOUTHEAST ASIA,Start,1112159193.0
6969,Brigida Antónia Correia,Timor-Leste,1.3,SOUTHEAST ASIA,Start,1059174694.0
6970,Isabel da Costa Ferreira,Timor-Leste,1.3,SOUTHEAST ASIA,C,1112773533.0
6971,Albina Marçal Freitas,Timor-Leste,1.3,SOUTHEAST ASIA,Start,1112274488.0
6972,Ángela Freitas,Timor-Leste,1.3,SOUTHEAST ASIA,Start,1085081003.0
6973,Justino Mota,Timor-Leste,1.3,SOUTHEAST ASIA,Start,1099899758.0
6974,Maria da Paixão da Costa,Timor-Leste,1.3,SOUTHEAST ASIA,Stub,1076208477.0
6975,Olinda Morais,Timor-Leste,1.3,SOUTHEAST ASIA,Start,1009671491.0
6976,Manuel Magalhaes de Oliveira,Timor-Leste,1.3,SOUTHEAST ASIA,Stub,982569489.0
6977,Alfredo Pires,Timor-Leste,1.3,SOUTHEAST ASIA,Stub,1082511668.0
6978,Nino Konis Santana,Timor-Leste,1.3,SOUTHEAST ASIA,Stub,1080700969.0
6979,José Abílio Osório Soares,Timor-Leste,1.3,SOUTHEAST ASIA,Start,1112065021.0
6980,João da Costa Tavares,Timor-Leste,1.3,SOUTHEAST ASIA,C,1095266698.0
6981,Mário Viegas Carrascalão,Timor-Leste,1.3,SOUTHEAST ASIA,C,1072430980.0
6982,Maria Terezinha Viegas,Timor-Leste,1.3,SOUTHEAST ASIA,Start,1112159660.0
6983,Kafui Adjamagbo-Johnson,Togo,8.8,WESTERN AFRICA,Start,1090161620.0
6984,Angèle Dola Akofa Aguigah,Togo,8.8,WESTERN AFRICA,C,1099133088.0
6985,Robert Ajavon,Togo,8.8,WESTERN AFRICA,Stub,1029012283.0
6986,Martin Aku,Togo,8.8,WESTERN AFRICA,Stub,1104074508.0
6987,Claude Améganvi,Togo,8.8,WESTERN AFRICA,Stub,1058532619.0
6988,Jacques Amouzou,Togo,8.8,WESTERN AFRICA,Start,1053650959.0
6989,Emmanuel Bodjollé,Togo,8.8,WESTERN AFRICA,Stub,1097121652.0
6990,Clément Nyaletsossi Voule,Togo,8.8,WESTERN AFRICA,Start,1090090358.0
6991,Cokossi,Togo,8.8,WESTERN AFRICA,Stub,1009161958.0
6992,Kléber Dadjo,Togo,8.8,WESTERN AFRICA,Start,1107904661.0
6993,Roland Kpotsra,Togo,8.8,WESTERN AFRICA,Start,1053651540.0
6994,Issifou Tabiou Taffa,Togo,8.8,WESTERN AFRICA,Start,1053650955.0
6995,Kodjo Amegnisso Tossou,Togo,8.8,WESTERN AFRICA,Stub,1053651076.0
6996,Mawupé Valentin Vovor,Togo,8.8,WESTERN AFRICA,C,1112734687.0
6997,Sani Yaya,Togo,8.8,WESTERN AFRICA,Start,1053651558.0
6998,Enele Maʻafu,Tonga,0.1,OCEANIA,C,1073889279.0
6999,Viliami Tupoulahi Mailefihi Tuku'aho,Tonga,0.1,OCEANIA,C,1104880192.0
7000,ʻUluvalu,Tonga,0.1,OCEANIA,Start,1033944232.0
7001,Henry Alcazar,Trinidad and Tobago,1.4,CARIBBEAN,C,1114543929.0
7002,James Biggart,Trinidad and Tobago,1.4,CARIBBEAN,C,997397935.0
7003,Cyrus Prudhomme David,Trinidad and Tobago,1.4,CARIBBEAN,C,1114543502.0
7004,William Demas,Trinidad and Tobago,1.4,CARIBBEAN,Stub,1110258782.0
7005,Gypsy (calypsonian),Trinidad and Tobago,1.4,CARIBBEAN,Start,1073541281.0
7006,Isaac Hope,Trinidad and Tobago,1.4,CARIBBEAN,Start,1023309148.0
7007,Martin Joseph,Trinidad and Tobago,1.4,CARIBBEAN,Start,1064729103.0
7008,Kenneth Lalla,Trinidad and Tobago,1.4,CARIBBEAN,Stub,1098116781.0
7009,Emmanuel Mzumbo Lazare,Trinidad and Tobago,1.4,CARIBBEAN,C,1098116908.0
7010,Randall Mitchell,Trinidad and Tobago,1.4,CARIBBEAN,Start,1108114284.0
7011,Arnold Piggott,Trinidad and Tobago,1.4,CARIBBEAN,Stub,1071023974.0
7012,"David Pitt, Baron Pitt of Hampstead",Trinidad and Tobago,1.4,CARIBBEAN,C,1115760392.0
7013,Kevin Ramnarine,Trinidad and Tobago,1.4,CARIBBEAN,Stub,1108968759.0
7014,Sarran Teelucksingh,Trinidad and Tobago,1.4,CARIBBEAN,C,1093142640.0
7015,Ronald Jay Williams,Trinidad and Tobago,1.4,CARIBBEAN,C,1066949906.0
7016,Hugh Wooding,Trinidad and Tobago,1.4,CARIBBEAN,Start,1112081002.0
7017,Habib Achour,Tunisia,11.8,NORTHERN AFRICA,Stub,1029574553.0
7018,Mekki Aloui,Tunisia,11.8,NORTHERN AFRICA,Stub,1041433441.0
7019,Ferjani Bel Haj Ammar,Tunisia,11.8,NORTHERN AFRICA,Stub,1030173862.0
7020,Chedly Ayari,Tunisia,11.8,NORTHERN AFRICA,C,1114437741.0
7021,Mahmoud Ben Ayed,Tunisia,11.8,NORTHERN AFRICA,C,1050087390.0
7022,Mounir Baatour,Tunisia,11.8,NORTHERN AFRICA,Start,1110930036.0
7023,Selma Baccar,Tunisia,11.8,NORTHERN AFRICA,C,1044685883.0
7024,Yadh Ben Achour,Tunisia,11.8,NORTHERN AFRICA,Start,1101801981.0
7025,Ahmed Ben Salah,Tunisia,11.8,NORTHERN AFRICA,C,1061990220.0
7026,Leila Ben-Gacem,Tunisia,11.8,NORTHERN AFRICA,C,1106842255.0
7027,Mohamed Nejib Berriche,Tunisia,11.8,NORTHERN AFRICA,Stub,1100422221.0
7028,Ghazi Chaouachi,Tunisia,11.8,NORTHERN AFRICA,Stub,1094076051.0
7029,Ali Chaouch,Tunisia,11.8,NORTHERN AFRICA,Start,1101144527.0
7030,Mohamed Charfi,Tunisia,11.8,NORTHERN AFRICA,Start,1098183988.0
7031,Mohamed Messaoud Chebbi,Tunisia,11.8,NORTHERN AFRICA,Stub,1105924035.0
7032,Ahmad ibn Abi Diyaf,Tunisia,11.8,NORTHERN AFRICA,B,1111867713.0
7033,Mahmoud Djellouli,Tunisia,11.8,NORTHERN AFRICA,Start,1114898394.0
7034,Mohamed Salah Fliss,Tunisia,11.8,NORTHERN AFRICA,C,1021846452.0
7035,Mohamed Ghannouchi,Tunisia,11.8,NORTHERN AFRICA,C,1102676192.0
7036,Rached Ghannouchi,Tunisia,11.8,NORTHERN AFRICA,GA,1109470504.0
7037,Sadok Ghileb,Tunisia,11.8,NORTHERN AFRICA,Stub,861531572.0
7038,Nebiha Gueddana,Tunisia,11.8,NORTHERN AFRICA,C,1081299179.0
7039,Mezri Haddad,Tunisia,11.8,NORTHERN AFRICA,C,1073970528.0
7040,Radhia Haddad,Tunisia,11.8,NORTHERN AFRICA,Start,1069945711.0
7041,Ali Bach Hamba,Tunisia,11.8,NORTHERN AFRICA,Start,1058096753.0
7042,Mohamed Hechmi Hamdi,Tunisia,11.8,NORTHERN AFRICA,Start,1046545949.0
7043,Kamel Jendoubi,Tunisia,11.8,NORTHERN AFRICA,C,1096588426.0
7044,Faten Kallel,Tunisia,11.8,NORTHERN AFRICA,Start,1104318224.0
7045,Ibrahim Kassas,Tunisia,11.8,NORTHERN AFRICA,Stub,1006730604.0
7046,Othman Kechrid,Tunisia,11.8,NORTHERN AFRICA,Start,1098427519.0
7047,Omezzine Khelifa,Tunisia,11.8,NORTHERN AFRICA,Start,1108838195.0
7048,Slaheddine Maaoui,Tunisia,11.8,NORTHERN AFRICA,Start,1106829472.0
7049,Selma Hédia Mabrouk,Tunisia,11.8,NORTHERN AFRICA,GA,1106121277.0
7050,Zouhair Maghzaoui,Tunisia,11.8,NORTHERN AFRICA,Stub,1049597900.0
7051,Seifeddine Makhlouf,Tunisia,11.8,NORTHERN AFRICA,Stub,1102503035.0
7052,Mohamed Masmoudi,Tunisia,11.8,NORTHERN AFRICA,Stub,1061142712.0
7053,Mustapha Masmoudi,Tunisia,11.8,NORTHERN AFRICA,Stub,1090592661.0
7054,Tarak Mekki,Tunisia,11.8,NORTHERN AFRICA,Start,1061580986.0
7055,Ahmed Mestiri,Tunisia,11.8,NORTHERN AFRICA,Stub,1107510416.0
7056,Abir Moussi,Tunisia,11.8,NORTHERN AFRICA,C,1115897476.0
7057,Naceur Ben Jaâfar,Tunisia,11.8,NORTHERN AFRICA,C,994431648.0
7058,Nizar Ben Néji,Tunisia,11.8,NORTHERN AFRICA,Start,1106907647.0
7059,Mahmud Qabadu,Tunisia,11.8,NORTHERN AFRICA,B,1085035197.0
7060,Giuseppe Raffo,Tunisia,11.8,NORTHERN AFRICA,C,1100063840.0
7061,Mustapha Saheb Ettabaa,Tunisia,11.8,NORTHERN AFRICA,Start,1097001600.0
7062,Salah Farhat,Tunisia,11.8,NORTHERN AFRICA,C,1080735914.0
7063,Saïda Sassi,Tunisia,11.8,NORTHERN AFRICA,C,1049417844.0
7064,Béchir Sfar,Tunisia,11.8,NORTHERN AFRICA,GA,1065301288.0
7065,Tahar Sfar,Tunisia,11.8,NORTHERN AFRICA,C,1098187195.0
7066,Ahmed Tlili,Tunisia,11.8,NORTHERN AFRICA,C,1100681508.0
7067,Imed Trabelsi,Tunisia,11.8,NORTHERN AFRICA,C,1109307513.0
7068,Tahar Zaouche,Tunisia,11.8,NORTHERN AFRICA,Start,1086366147.0
7069,Mohamed Larbi Zarrouk,Tunisia,11.8,NORTHERN AFRICA,Start,1024945176.0
7070,Ali Zouaoui,Tunisia,11.8,NORTHERN AFRICA,Stub,1061578606.0
7071,Avni Akyol,Turkey,85.2,WESTERN ASIA,Start,972819844.0
7072,Ali Cenani,Turkey,85.2,WESTERN ASIA,Start,1080863717.0
7073,Cihan Alptekin,Turkey,85.2,WESTERN ASIA,Stub,1103635235.0
7074,Kadri Altay,Turkey,85.2,WESTERN ASIA,Stub,1046410960.0
7075,Fahrettin Altun,Turkey,85.2,WESTERN ASIA,Start,1102307873.0
7076,Oğuzhan Asiltürk,Turkey,85.2,WESTERN ASIA,Start,1111940370.0
7077,Abdulrahman Bashkan,Turkey,85.2,WESTERN ASIA,Start,979420832.0
7078,Hasan Basri Güzeloğlu,Turkey,85.2,WESTERN ASIA,Stub,1032453138.0
7079,Tuna Bekleviç,Turkey,85.2,WESTERN ASIA,C,1111944564.0
7080,Cemil Bilsel,Turkey,85.2,WESTERN ASIA,Start,1048701310.0
7081,Metin Bostancıoğlu,Turkey,85.2,WESTERN ASIA,Stub,1006915445.0
7082,Burhan Belge,Turkey,85.2,WESTERN ASIA,Stub,1105927779.0
7083,Ahmet Çakır,Turkey,85.2,WESTERN ASIA,Stub,1113419966.0
7084,Sabahattin Cevheri,Turkey,85.2,WESTERN ASIA,Stub,1080005744.0
7085,Tuncay Dinç,Turkey,85.2,WESTERN ASIA,Start,1074731026.0
7086,Fatih Dönmez,Turkey,85.2,WESTERN ASIA,Start,1113668668.0
7087,Zeki Eker,Turkey,85.2,WESTERN ASIA,Start,1113132655.0
7088,Eyüp Sabri Hayırlıoğlu,Turkey,85.2,WESTERN ASIA,Stub,1072980918.0
7089,Ali Fidan,Turkey,85.2,WESTERN ASIA,Start,1111306630.0
7090,Taha Genç,Turkey,85.2,WESTERN ASIA,Start,999572645.0
7091,Hafız Mehmet,Turkey,85.2,WESTERN ASIA,C,1070902114.0
7092,Hasan Reşit Tankut,Turkey,85.2,WESTERN ASIA,C,1105466117.0
7093,Suphi Nuri İleri,Turkey,85.2,WESTERN ASIA,Stub,1097981546.0
7094,Ali İnci,Turkey,85.2,WESTERN ASIA,Stub,1078191854.0
7095,Atıf Kamçıl,Turkey,85.2,WESTERN ASIA,C,1114425467.0
7096,Gülizar Biçer Karaca,Turkey,85.2,WESTERN ASIA,Start,1098029081.0
7097,Tuncer Kayalar,Turkey,85.2,WESTERN ASIA,Start,1063422822.0
7098,İmran Kılıç,Turkey,85.2,WESTERN ASIA,Stub,1099828216.0
7099,Ertuğrul Mat,Turkey,85.2,WESTERN ASIA,Start,1094920450.0
7100,Abdurrahman Melek,Turkey,85.2,WESTERN ASIA,Start,1081860109.0
7101,Mustafa Arif Deymer,Turkey,85.2,WESTERN ASIA,Start,1114426898.0
7102,Mustafa Baki Ersoy,Turkey,85.2,WESTERN ASIA,Stub,1112461007.0
7103,Memduh Oğuz,Turkey,85.2,WESTERN ASIA,Start,1106742651.0
7104,Saruhan Oluç,Turkey,85.2,WESTERN ASIA,Start,1087058807.0
7105,Fuat Necati Öncel,Turkey,85.2,WESTERN ASIA,Start,1107204738.0
7106,Cahit Ortaç,Turkey,85.2,WESTERN ASIA,Stub,1102536671.0
7107,Osman Nuri Önügören,Turkey,85.2,WESTERN ASIA,Start,1098309565.0
7108,Korkut Özal,Turkey,85.2,WESTERN ASIA,Start,1096600808.0
7109,Faik Ali Ozansoy,Turkey,85.2,WESTERN ASIA,C,1087125829.0
7110,Vahdettin Özkan,Turkey,85.2,WESTERN ASIA,Start,1105548891.0
7111,Musa Piroğlu,Turkey,85.2,WESTERN ASIA,Start,1011055984.0
7112,Reşit Ronabar,Turkey,85.2,WESTERN ASIA,Stub,1107235915.0
7113,Mustafa Sabri,Turkey,85.2,WESTERN ASIA,C,1114427656.0
7114,Namık Kemal Şentürk,Turkey,85.2,WESTERN ASIA,Stub,1101759070.0
7115,Kader Sevinc,Turkey,85.2,WESTERN ASIA,Stub,940385995.0
7116,Hüseyin Sungur,Turkey,85.2,WESTERN ASIA,Stub,1109008689.0
7117,Hacı Garip Taner,Turkey,85.2,WESTERN ASIA,Start,994034094.0
7118,Kemal Tekden,Turkey,85.2,WESTERN ASIA,Stub,1065754568.0
7119,Mustafa Timisi,Turkey,85.2,WESTERN ASIA,Start,1096296979.0
7120,Tunalı Hilmi,Turkey,85.2,WESTERN ASIA,C,1115754313.0
